Ticker,Bloomberg,MySQL,Name_kor,Name,Sector_kor,Sector,Industry_Group,Industry,Sub_Industry,Description
016360,016360 KS,016360_KS,삼성증권,"Samsung Securities Co.,Ltd",금융,Financials,Financial Services,Capital Markets,Investment Banking & Brokerage,"Samsung Securities Co.,Ltd. provides personalized asset management services. The Company provides brokerage, investment trust, underwriting services, and other services. Samsung Securities also provides cyber trading, mutual funds, asset backed securities issuing, municipal bonds trading services."
016380,016380 KS,016380_KS,KG스틸,Kg Dongbusteel Ltd,소재,Materials,Materials,Metals & Mining,Steel,"KG Dongbu Steel manufactures and distributes steel products. The Company produces steel pipes, bar steel, cold rolled galvanized steel, tin plate steel, and other related products. KG Dongbu Steel markets its products worldwide."
017670,017670 KS,017670_KS,SK텔레콤,"SK Telecom Co., Ltd",통신서비스,Communication Services,Telecommunication Services,Wireless Telecommunication Ser,Wireless Telecommunication Ser,"SK Telecom Co., Ltd. is a Korean mobile and telecommunications operator. The Company provides cellular voice, wireless data, and wireless internet services. SK Telecom also offers fixed line services and platform services."
017800,017800 KS,017800_KS,현대엘리베이,"Hyundai Elevator Co., Ltd",산업재,Industrials,Capital Goods,Machinery,Industrial Machinery & Supplie,"Hyundai Elevator Co., Ltd. (HELCO) manufactures, installs, sells, and services elevators, escalators, moving walkways, automated parking systems, and material handling systems.  The Company also produces screen doors used on platforms in train stations."
018260,018260 KS,018260_KS,삼성에스디에스,"Samsung SDS Co., Ltd",테크놀로지,Information Technology,Software & Services,IT Services,IT Consulting & Other Services,"Samsung SDS Co., Ltd. provides information technology services, such as consulting and technical services. The Company also offers outsourcing services including application outsourcing, IT infrastructure outsourcing, and cloud computing."
018880,018880 KS,018880_KS,한온시스템,Hanon Systems,임의소비재,Consumer Discretionary,Automobiles & Components,Automobile Components,Automotive Parts & Equipment,"Hanon Systems manufactures a variety of automotive air control equipment.  The Company's products include air conditioners, heaters, cooling modules, compressors, radiators, fans, evaporators, and condensers. Hanon Systems distributes its products on an original equipment manufacturing (OEM) basis."
019170,019170 KS,019170_KS,신풍제약,Shinpoong Pharmaceutical Ltd,헬스케어,Health Care,"Pharmaceuticals, Biotechnology",Pharmaceuticals,Pharmaceuticals,"Shin Poong Pharmaceutical Co., Ltd. manufactures pharmaceutical raw materials and prescription drugs, such as cephalosporin antibiotics, hemostatics, sedative agents, and anti-diabetics."
020000,020000 KS,020000_KS,한섬,HANDSOME Corp,임의소비재,Consumer Discretionary,Consumer Durables & Apparel,"Textiles, Apparel & Luxury Goo","Apparel, Accessories & Luxury","Handsome Co., Ltd. manufactures and retails women's and men's apparel, furs, and accessories.  The Company provides its products to domestic department stores."
020150,020150 KS,020150_KS,롯데에너지머티리얼즈,"ILJIN Materials Co., Ltd",테크놀로지,Information Technology,Technology Hardware & Equipmen,"Electronic Equipment, Instrume",Electronic Components,"Lotte Energy Materials Corporation manufactures and distributes electric foils. The Company produces printed circuit board and lithium ion secondary batteries elecfoil, electrolytic and epoxy copper foil, electrolytic capacitor aluminum foil, and other related products. Lotte Energy Materials also offers energy and glass and window construction services."
020560,020560 KS,020560_KS,아시아나항공,"Asiana Airlines, Inc",산업재,Industrials,Transportation,Passenger Airlines,Passenger Airlines,"Asiana Airlines, a subsidiary of Kumho Group, provides air cargo and passenger transportation services throughout South Korea and overseas.  The Company also offers airline catering and on-flight duty free shopping services. Asiana Air operates a web-based electronic reservation and ticketing system and frequent flyer programs."
021240,021240 KS,021240_KS,코웨이,"Coway Co., Ltd",임의소비재,Consumer Discretionary,Consumer Durables & Apparel,Household Durables,Household Appliances,"Coway Co., Ltd. manufactures and distributes household appliances. The Company produces water purifiers, air purifiers, and other related products. Coway also produces bidets, water softeners, mattresses, clean washers, and other living care products."
023530,023530 KS,023530_KS,롯데쇼핑,"Lotte Shopping Co., Ltd",임의소비재,Consumer Discretionary,Consumer Discretionary Distrib,Broadline Retail,Broadline Retail,"Lotte Shopping Co., Ltd. operates department stores and discount stores in South Korea. The Company retails clothing, household goods, foods, and other items through several branches. Lotte Shopping also operates supermarkets and movie theaters."
024110,024110 KS,024110_KS,기업은행,Industrial Bank of Korea,금융,Financials,Banks,Banks,Diversified Banks,"Industrial Bank of Korea(IBK) is a policy bank providing development finance and related banking services to support small and medium-sized enterprises in Korea. The Bank provides loans, discount bills, trade finance, deposits, foreign exchange, and payment guarantees. The company also offers services such as credit cards, insurance and smart-phone banking."
026960,026960 KS,026960_KS,동서,Dongsuh,필수소비재,Consumer Staples,Consumer Staples Distribution,Consumer Staples Distribution,Food Distributors,"Dongsuh Companies Inc. imports, manufactures, processes, markets and distributes general food products such as vegetable cooking oils. The Company also produces packaging materials and ceramic products including food and oil containers. Dongsuh has a cooperative relationship with Kraft Foods Inc."
028050,028050 KS,028050_KS,삼성엔지니어링,"Samsung Engineering Co., Ltd",산업재,Industrials,Capital Goods,Construction & Engineering,Construction & Engineering,"Samsung Engineering Co., Ltd. provides engineering construction and project management services in the domestic and international markets. The Company constructs refinery plants, petrochemical plants, gas plants, hydrocarbon upstream, power plants, metallurgy plant, industrial plants, and water treatment facilities."
028260,028260 KS,028260_KS,삼성물산,Samsung C&T Corporation,산업재,Industrials,Capital Goods,Industrial Conglomerates,Industrial Conglomerates,"Samsung C&T Corporation conducts diversified business support services and resort operation activities. The Company offers a range of services in areas including clothing retail, construction, energy, real estate, food service, and resort accommodations. Samsung C&T also operates a resort with amusement rides, a zoo, water park, golf clubs, and restaurants."
028670,028670 KS,028670_KS,팬오션,"Pan Ocean Co., Ltd",산업재,Industrials,Transportation,Marine Transportation,Marine Transportation,"Pan Ocean Co., Ltd. is a shipping company that provides bulk carrier services. The Company operates a fleet consisting of bulkers , tankers , container ships,  Liquefied Natural Gas(LNG) Container and transports cargos including iron ore, coal, grain, and lumber."
029780,029780 KS,029780_KS,삼성카드,"Samsung Card Co., Ltd",금융,Financials,Financial Services,Consumer Finance,Consumer Finance,"Samsung Card Co., Ltd. offers credit card services such as issuing cards, one time payments, installments, and cash advance services. The Company also provides other financial services such as leasing and loan services."
030000,030000 KS,030000_KS,제일기획,Cheil Worldwide Inc,통신서비스,Communication Services,Media & Entertainment,Media,Advertising,"Cheil Worldwide Inc. provides a wide range of marketing services such as new product development and advertisement, brand management, advertising budget analysis, and advertising effectiveness evaluation.  The Company also creates, prints, publishes, and produces promotional and advertising materials."
030200,030200 KS,030200_KS,KT,KT Corporation,통신서비스,Communication Services,Telecommunication Services,Diversified Telecommunication,Integrated Telecommunication S,"KT Corporation operates as an integrated telecom and digital platform service provider. The Company offers principal services include mobile, Broadband, IPTV, B2B communications and fixed-line telephony. KT also through subsidiaries operates media content production, financial, real estate development and commerce."
031430,031430 KS,031430_KS,신세계인터내셔날,"Shinsegae International Co., Ltd",임의소비재,Consumer Discretionary,Consumer Discretionary Distrib,Specialty Retail,Apparel Retail,Shinsegae International Inc was spun off from Shinsegae in 1996.  The company imports and distributes famous foreign brands and manufactures/distribut es domestic brand.  The Company's line of business includes the wholesale distribution of men's and women's apparel.
032350,032350 KS,032350_KS,롯데관광개발,Lotte Tour Development Ltd,임의소비재,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure","Hotels, Resorts & Cruise Lines","Lotte Tour Development Co., Ltd. provides various tour package service. The Company franchises travel agencies, offers home-based travel businesses, and provides leisure-travel information.  The Company also engages in property development and building management and operates duty-free shop business."
032640,032640 KS,032640_KS,LG유플러스,LG Uplus Corp,통신서비스,Communication Services,Telecommunication Services,Diversified Telecommunication,Integrated Telecommunication S,"LG Uplus Corp., an affiliate of LG Group, provides a wide range of personal communications services (PCS) using code division multiple access (CDMA) technology.  The Company offers call forwarding, call and data transfer, call waiting, voice mail, Internet-phone, prepaid call, and authentication text-to-speech (TTS) services."
032830,032830 KS,032830_KS,삼성생명,"Samsung Life Insurance Co., Ltd",금융,Financials,Insurance,Insurance,Life & Health Insurance,"Samsung Life Insurance Co., Ltd. provides insurance services. The Company offers life and health insurance services. Samsung Life Insurance serves customers in South Korea."
