ticker,GICS_SECTOR_NAME,GICS_INDUSTRY_GROUP_NAME,GICS_INDUSTRY_NAME,GICS_SUB_INDUSTRY_NAME
VMI UN Equity,Industrials,Capital Goods,Construction & Engineering,Construction & Engineering
VMW UN Equity,Information Technology,Software & Services,Software,Systems Software
VNDA UQ Equity,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
VNO UN Equity,Real Estate,Equity Real Estate Investment,Office REITs,Office REITs
VNT UN Equity,Information Technology,Technology Hardware & Equipmen,"Electronic Equipment, Instrume",Electronic Equipment & Instrum
VOYA UN Equity,Financials,Financial Services,Financial Services,Diversified Financial Services
VPG UN Equity,Information Technology,Technology Hardware & Equipmen,"Electronic Equipment, Instrume",Electronic Equipment & Instrum
VRAY UQ Equity,Health Care,Health Care Equipment & Servic,Health Care Equipment & Suppli,Health Care Equipment
VRDN UR Equity,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
VRE UN Equity,Real Estate,Equity Real Estate Investment,Residential REITs,Multi-Family Residential REITs
VREX UW Equity,Health Care,Health Care Equipment & Servic,Health Care Equipment & Suppli,Health Care Equipment
VRNS UW Equity,Information Technology,Software & Services,Software,Systems Software
VRNT UW Equity,Information Technology,Software & Services,Software,Application Software
VRRM UR Equity,Industrials,Commercial & Professional Serv,Professional Services,Data Processing & Outsourced S
VRSK UW Equity,Industrials,Commercial & Professional Serv,Professional Services,Research & Consulting Services
VRSN UW Equity,Information Technology,Software & Services,IT Services,Internet Services & Infrastruc
VRT UN Equity,Industrials,Capital Goods,Electrical Equipment,Electrical Components & Equipm
VRTS UW Equity,Financials,Financial Services,Capital Markets,Asset Management & Custody Ban
VRTV UN Equity,Industrials,Capital Goods,Trading Companies & Distributo,Trading Companies & Distributo
VRTX UW Equity,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
VSAT UW Equity,Information Technology,Technology Hardware & Equipmen,Communications Equipment,Communications Equipment
VSCO UN Equity,Consumer Discretionary,Consumer Discretionary Distrib,Specialty Retail,Apparel Retail
VSEC UW Equity,Industrials,Commercial & Professional Serv,Commercial Services & Supplies,Diversified Support Services
VSH UN Equity,Information Technology,Technology Hardware & Equipmen,"Electronic Equipment, Instrume",Electronic Components
VST UN Equity,Utilities,Utilities,Independent Power and Renewabl,Independent Power Producers &
VSTO UN Equity,Consumer Discretionary,Consumer Durables & Apparel,Leisure Products,Leisure Products
VTGN UR Equity,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
VTLE UN Equity,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Produc
VTNR UR Equity,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Refining & Marketing
VTOL UN Equity,Energy,Energy,Energy Equipment & Services,Oil & Gas Equipment & Services
VTR UN Equity,Real Estate,Equity Real Estate Investment,Health Care REITs,Health Care REITs
VTRS UW Equity,Health Care,"Pharmaceuticals, Biotechnology",Pharmaceuticals,Pharmaceuticals
VTS UN Equity,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Produc
VTYX UW Equity,Health Care,"Pharmaceuticals, Biotechnology",Pharmaceuticals,Pharmaceuticals
VUZI UR Equity,Consumer Discretionary,Consumer Durables & Apparel,Household Durables,Consumer Electronics
VVI UN Equity,Industrials,Commercial & Professional Serv,Commercial Services & Supplies,Diversified Support Services
VVV UN Equity,Consumer Discretionary,Consumer Discretionary Distrib,Specialty Retail,Automotive Retail
VVX UN Equity,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense
VWE UQ Equity,Consumer Staples,"Food, Beverage & Tobacco",Beverages,Distillers & Vintners
VXRT UR Equity,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
VZ UN Equity,Communication Services,Telecommunication Services,Diversified Telecommunication,Integrated Telecommunication S
VZIO UN Equity,Consumer Discretionary,Consumer Durables & Apparel,Household Durables,Consumer Electronics
W UN Equity,Consumer Discretionary,Consumer Discretionary Distrib,Specialty Retail,Homefurnishing Retail
WAB UN Equity,Industrials,Capital Goods,Machinery,Construction Machinery & Heavy
WABC UW Equity,Financials,Banks,Banks,Regional Banks
WAFD UW Equity,Financials,Banks,Banks,Regional Banks
WAL UN Equity,Financials,Banks,Banks,Regional Banks
WASH UW Equity,Financials,Banks,Banks,Regional Banks
WAT UN Equity,Health Care,"Pharmaceuticals, Biotechnology",Life Sciences Tools & Services,Life Sciences Tools & Services
WBA UW Equity,Consumer Staples,Consumer Staples Distribution,Consumer Staples Distribution,Drug Retail
WBD UW Equity,Communication Services,Media & Entertainment,Entertainment,Movies & Entertainment
WBS UN Equity,Financials,Banks,Banks,Regional Banks
WCC UN Equity,Industrials,Capital Goods,Trading Companies & Distributo,Trading Companies & Distributo
WD UN Equity,Financials,Financial Services,Financial Services,Commercial & Residential Mortg
WDAY UW Equity,Information Technology,Software & Services,Software,Application Software
WDC UW Equity,Information Technology,Technology Hardware & Equipmen,"Technology Hardware, Storage &","Technology Hardware, Storage &"
WDFC UW Equity,Consumer Staples,Household & Personal Products,Household Products,Household Products
WE UN Equity,Real Estate,Real Estate Management & Devel,Real Estate Management & Devel,Real Estate Operating Companie
WEAV UN Equity,Information Technology,Software & Services,Software,Application Software
WEC UN Equity,Utilities,Utilities,Multi-Utilities,Multi-Utilities
WEJO UW Equity,Communication Services,Media & Entertainment,Interactive Media & Services,Interactive Media & Services
WELL UN Equity,Real Estate,Equity Real Estate Investment,Health Care REITs,Health Care REITs
WEN UW Equity,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",Restaurants
WERN UW Equity,Industrials,Transportation,Ground Transportation,Cargo Ground Transportation
WEX UN Equity,Financials,Financial Services,Financial Services,Transaction & Payment Processi
WEYS UW Equity,Consumer Discretionary,Consumer Discretionary Distrib,Distributors,Distributors
WFC UN Equity,Financials,Banks,Banks,Diversified Banks
WFRD UW Equity,Energy,Energy,Energy Equipment & Services,Oil & Gas Equipment & Services
WGO UN Equity,Consumer Discretionary,Automobiles & Components,Automobiles,Automobile Manufacturers
WGS UW Equity,Health Care,Health Care Equipment & Servic,Health Care Providers & Servic,Health Care Services
WH UN Equity,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure","Hotels, Resorts & Cruise Lines"
WHD UN Equity,Energy,Energy,Energy Equipment & Services,Oil & Gas Equipment & Services
WHR UN Equity,Consumer Discretionary,Consumer Durables & Apparel,Household Durables,Household Appliances
WINA UQ Equity,Consumer Discretionary,Consumer Discretionary Distrib,Specialty Retail,Other Specialty Retail
WING UW Equity,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",Restaurants
WIRE UW Equity,Industrials,Capital Goods,Electrical Equipment,Electrical Components & Equipm
WISH UW Equity,Consumer Discretionary,Consumer Discretionary Distrib,Broadline Retail,Broadline Retail
WIX UW Equity,Information Technology,Software & Services,IT Services,Internet Services & Infrastruc
WK UN Equity,Information Technology,Software & Services,Software,Application Software
WKHS UR Equity,Consumer Discretionary,Automobiles & Components,Automobiles,Automobile Manufacturers
WLDN UQ Equity,Industrials,Commercial & Professional Serv,Professional Services,Research & Consulting Services
WLK UN Equity,Materials,Materials,Chemicals,Commodity Chemicals
WLY UN Equity,Communication Services,Media & Entertainment,Media,Publishing
WM UN Equity,Industrials,Commercial & Professional Serv,Commercial Services & Supplies,Environmental & Facilities Ser
WMB UN Equity,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Storage & Transporta
WMK UN Equity,Consumer Staples,Consumer Staples Distribution,Consumer Staples Distribution,Food Retail
WMS UN Equity,Industrials,Capital Goods,Building Products,Building Products
WMT UN Equity,Consumer Staples,Consumer Staples Distribution,Consumer Staples Distribution,Consumer Staples Merchandise R
WNC UN Equity,Industrials,Capital Goods,Machinery,Construction Machinery & Heavy
WOLF UN Equity,Information Technology,Semiconductors & Semiconductor,Semiconductors & Semiconductor,Semiconductors
WOOF UW Equity,Consumer Discretionary,Consumer Discretionary Distrib,Specialty Retail,Other Specialty Retail
WOR UN Equity,Materials,Materials,Metals & Mining,Steel
WOW UN Equity,Communication Services,Media & Entertainment,Media,Cable & Satellite
WPC UN Equity,Real Estate,Equity Real Estate Investment,Diversified REITs,Diversified REITs
WRB UN Equity,Financials,Insurance,Insurance,Property & Casualty Insurance
WRBY UN Equity,Consumer Discretionary,Consumer Discretionary Distrib,Specialty Retail,Other Specialty Retail
WRK UN Equity,Materials,Materials,Containers & Packaging,Paper & Plastic Packaging Prod
WRLD UW Equity,Financials,Financial Services,Consumer Finance,Consumer Finance
WSBC UW Equity,Financials,Banks,Banks,Regional Banks
WSBF UW Equity,Financials,Financial Services,Financial Services,Commercial & Residential Mortg
WSC UR Equity,Industrials,Capital Goods,Construction & Engineering,Construction & Engineering
WSFS UW Equity,Financials,Banks,Banks,Regional Banks
WSM UN Equity,Consumer Discretionary,Consumer Discretionary Distrib,Specialty Retail,Homefurnishing Retail
WSO UN Equity,Industrials,Capital Goods,Trading Companies & Distributo,Trading Companies & Distributo
WSR UN Equity,Real Estate,Equity Real Estate Investment,Retail REITs,Retail REITs
WST UN Equity,Health Care,"Pharmaceuticals, Biotechnology",Life Sciences Tools & Services,Life Sciences Tools & Services
WT UN Equity,Financials,Financial Services,Capital Markets,Asset Management & Custody Ban
WTBA UW Equity,Financials,Banks,Banks,Regional Banks
WTFC UW Equity,Financials,Banks,Banks,Regional Banks
WTI UN Equity,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Produc
WTM UN Equity,Financials,Insurance,Insurance,Property & Casualty Insurance
WTRG UN Equity,Utilities,Utilities,Water Utilities,Water Utilities
WTS UN Equity,Industrials,Capital Goods,Machinery,Industrial Machinery & Supplie
WTTR UN Equity,Energy,Energy,Energy Equipment & Services,Oil & Gas Equipment & Services
WTW UW Equity,Financials,Insurance,Insurance,Insurance Brokers
WU UN Equity,Financials,Financial Services,Financial Services,Transaction & Payment Processi
WULF UR Equity,Information Technology,Software & Services,Software,Application Software
WW UW Equity,Consumer Discretionary,Consumer Services,Diversified Consumer Services,Specialized Consumer Services
WWD UW Equity,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense
WWE UN Equity,Communication Services,Media & Entertainment,Entertainment,Movies & Entertainment
WWW UN Equity,Consumer Discretionary,Consumer Durables & Apparel,"Textiles, Apparel & Luxury Goo",Footwear
WY UN Equity,Real Estate,Equity Real Estate Investment,Specialized REITs,Timber REITs
WYNN UW Equity,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",Casinos & Gaming
X UN Equity,Materials,Materials,Metals & Mining,Steel
XEL UW Equity,Utilities,Utilities,Electric Utilities,Electric Utilities
XERS UW Equity,Health Care,"Pharmaceuticals, Biotechnology",Pharmaceuticals,Pharmaceuticals
XHR UN Equity,Real Estate,Equity Real Estate Investment,Hotel & Resort REITs,Hotel & Resort REITs
XMTR UW Equity,Industrials,Capital Goods,Trading Companies & Distributo,Trading Companies & Distributo
XNCR UQ Equity,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
XOM UN Equity,Energy,Energy,"Oil, Gas & Consumable Fuels",Integrated Oil & Gas
XOS UQ Equity,Industrials,Capital Goods,Machinery,Construction Machinery & Heavy
XPEL UR Equity,Consumer Discretionary,Automobiles & Components,Automobile Components,Automotive Parts & Equipment
XPER UN Equity,Information Technology,Software & Services,Software,Systems Software
XPO UN Equity,Industrials,Transportation,Ground Transportation,Cargo Ground Transportation
XPOF UN Equity,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",Leisure Facilities
XPRO UN Equity,Energy,Energy,Energy Equipment & Services,Oil & Gas Equipment & Services
XRAY UW Equity,Health Care,Health Care Equipment & Servic,Health Care Equipment & Suppli,Health Care Supplies
XRX UW Equity,Information Technology,Technology Hardware & Equipmen,"Technology Hardware, Storage &","Technology Hardware, Storage &"
XXII UR Equity,Consumer Staples,"Food, Beverage & Tobacco",Tobacco,Tobacco
XYL UN Equity,Industrials,Capital Goods,Machinery,Industrial Machinery & Supplie
YELP UN Equity,Communication Services,Media & Entertainment,Interactive Media & Services,Interactive Media & Services
YETI UN Equity,Consumer Discretionary,Consumer Durables & Apparel,Leisure Products,Leisure Products
YEXT UN Equity,Information Technology,Software & Services,Software,Application Software
YMAB UW Equity,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
YORW UW Equity,Utilities,Utilities,Water Utilities,Water Utilities
YOU UN Equity,Information Technology,Software & Services,Software,Application Software
YUM UN Equity,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",Restaurants
Z UW Equity,Real Estate,Real Estate Management & Devel,Real Estate Management & Devel,Real Estate Services
ZBH UN Equity,Health Care,Health Care Equipment & Servic,Health Care Equipment & Suppli,Health Care Equipment
ZBRA UW Equity,Information Technology,Technology Hardware & Equipmen,"Electronic Equipment, Instrume",Electronic Equipment & Instrum
ZD UW Equity,Communication Services,Media & Entertainment,Interactive Media & Services,Interactive Media & Services
ZETA UN Equity,Information Technology,Software & Services,Software,Application Software
ZEUS UW Equity,Materials,Materials,Metals & Mining,Steel
ZEV UN Equity,Industrials,Capital Goods,Machinery,Construction Machinery & Heavy
ZG UW Equity,Real Estate,Real Estate Management & Devel,Real Estate Management & Devel,Real Estate Services
ZGN UN Equity,Consumer Discretionary,Consumer Durables & Apparel,"Textiles, Apparel & Luxury Goo","Apparel, Accessories & Luxury"
ZI UW Equity,Communication Services,Media & Entertainment,Interactive Media & Services,Interactive Media & Services
ZIMV UW Equity,Health Care,Health Care Equipment & Servic,Health Care Equipment & Suppli,Health Care Equipment
ZION UW Equity,Financials,Banks,Banks,Regional Banks
ZIP UN Equity,Communication Services,Media & Entertainment,Interactive Media & Services,Interactive Media & Services
ZM UW Equity,Information Technology,Software & Services,Software,Application Software
